Food_Name,VitaminC_mg,Potassium_mg,Carbohydrate_g,Calcium_mg,Zinc_mg,VitaminB6_mg,Protein_g,Cholesterol_mg,Energy_kcal,Riboflavin_mg,Thiamin_mg,Iron_mg,Folate_mcg,VitaminE_mg,Niacin_mg,VitaminD_mcg,VitaminB12_mcg,Fat_g,VitaminK_mcg,Magnesium_mg,Fiber_g,Sodium_mg,VitaminA_mcgRAE,Sugars_g,Food_Category,nutriscore_grade,diet_type,meal_type
Mini pizza bagels jambon -fromage,0.0,0.0,-0.0038887555081768,0.0,0.0,0.0,-0.0039172343586203,-0.0335274774927566,-0.004003072873856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039915533759607,0.0,0.0,-0.0205851008174018,-0.0039549061938849,0.0,-0.0565458430399081,0,a,vegan,"lunch,dinner"
Mini pizza pepperonie,0.0,0.0,-0.0040064823380996,0.0,0.0,0.0,-0.0039653241247893,-0.0335274774927566,-0.004061648079803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039743568881577,0.0,0.0,-0.0192462906824244,-0.0039541915369372,0.0,-0.0692784278981341,0,a,vegan,"lunch,dinner"
Mini pizzas Three Cheese,0.0,0.0,-0.0040893548060865,0.0,0.0,0.0,-0.0037332242116818,0.0260166111490926,-0.0040730885497146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039834451043059,0.0,0.0,-0.0210745195772297,-0.0038422697391187,0.0,-0.04663967160881,0,a,vegetarian,"lunch,dinner"
Mini popadoms,0.0,0.0,-0.0037559449754585,0.0,0.0,0.0,-0.0033751023946748,-0.0335274774927566,-0.003527881515611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037613986462538,0.0,0.0,0.029009381275567,-0.0039535575670642,0.0,-0.0794864489158655,0,a,vegan,"lunch,dinner"
Mini roast ham,0.0,0.0,-0.0045178581590556,0.0,0.0,0.0,-0.0032167267647581,0.1571843309721151,-0.0042154079954139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039848265131605,0.0,0.0,-0.034941397663509,-0.0039534653532645,0.0,-0.0851173250256464,0,a,vegan,"lunch,dinner"
Mini rolls - Spinach & Feta Cheese,0.0,0.0,-0.003934190720245,0.0,0.0,0.0,-0.0040524627810876,-0.0053273971119768,-0.0040748275011411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039979438911531,0.0,0.0,-0.0269801782445628,-0.0039542549339245,0.0,-0.0787912790257691,0,b,vegetarian,"lunch,dinner"
Mini rolls feta and ricotta cheese,0.0,0.0,-0.0039528307981312,0.0,0.0,0.0,-0.0039172343586203,0.0229291398861819,-0.0040738512477087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040139762420329,0.0,0.0,-0.0269656769341458,-0.003954319611659,0.0,-0.0787912790257691,0,a,vegetarian,"lunch,dinner"
Mini roulade cheese with garlic And herbs,0.0,0.0,-0.004442715345077,0.0,0.0,0.0,-0.0040877927292997,-0.0335274774927566,-0.0039408367175373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037195960130906,0.0,0.0,-0.034941397663509,-0.0039540676246438,0.0,-0.0707273083006507,0,a,vegetarian,"lunch,dinner"
Mini roulés au abricot,0.0,0.0,-0.0033994534858856,0.0,0.0,0.0,-0.004270533840742,-0.0335274774927566,-0.0039452298579834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040871708909048,0.0,0.0,-0.0192462906824244,-0.0039552519956338,0.0,0.1895442985514458,0,a,vegan,"lunch,dinner"
Mini roulés de génoise au chocolat,0.0,0.0,-0.0034903238655807,0.0,0.0,0.0,-0.0041791632850209,-0.0335274774927566,-0.0035784026307403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037988768690897,0.0,0.0,-0.0192462906824244,-0.0039553442094335,0.0,0.2227039023090446,0,a,vegan,"lunch,dinner"
Mini sausage rolls,0.0,0.0,-0.003984868431998,0.0,0.0,0.0,-0.0039781480624344,0.0201591105992977,-0.0038925121726311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038680674343254,0.0,0.0,-0.0205851003506552,-0.0039546987128356,0.0,-0.0719786141028242,0,a,vegan,"lunch,dinner"
Mini sausages,0.0,0.0,-0.0040388822940545,0.0,0.0,0.0,-0.003764950099085,0.0819519671459815,-0.0040117266283446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039459068202154,0.0,0.0,-0.0266361016973952,-0.0039536348485157,0.0,-0.0715235938111248,0,a,vegan,"lunch,dinner"
Mini shortbread,0.0,0.0,-0.003547991606541,0.0,0.0,0.0,-0.0042096201369279,-0.0335274774927566,-0.0034246427151294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036633786788366,0.0,0.0,-0.0192462906824244,-0.0039548485602601,0.0,0.0287515029721457,0,a,vegan,"lunch,dinner"
Mini snack bites,0.0,0.0,-0.0039528890483746,0.0,0.0,0.0,-0.0041085033885965,-0.0208247385824954,-0.0040726309309181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039848265131605,0.0,0.0,-0.0284158079758482,-0.0039544451248864,0.0,-0.0673487826347821,0,b,vegan,"lunch,dinner"
Mini soft Baked Cookies Lucky Charms,0.0,0.0,-0.0034079091663783,0.0,0.0,0.0,-0.0041333797592509,0.2942851395462413,-0.0036187911800021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038470963691901,0.0,0.0,-0.0192462906824244,-0.0039547028029638,0.0,0.1160805385528699,0,a,vegan,"lunch,dinner"
"Mini soft baked cookies, chocolate chip",0.0,0.0,-0.0033495247058334,0.0,0.0,0.0,-0.004308822454568,-0.0335274774927566,-0.0035909544605861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038172041319051,0.0,0.0,-0.0181613098952382,-0.0039549891451378,0.0,0.1265321135134209,0,a,vegan,"lunch,dinner"
Mini steak & ale bakes,0.0,0.0,-0.0040809813335986,0.0,0.0,0.0,-0.0040187571983104,-0.0335274774927566,-0.004061648079803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039531141707608,0.0,0.0,-0.0197150217256337,-0.0039549791964764,0.0,-0.075315429575287,0,a,vegan,"lunch,dinner"
Mini sticks emmental,0.0,0.0,-0.0045091206225464,0.0,0.0,0.0,-0.0023334780594537,-0.0335274774927566,-0.0034312324257984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035062584369474,0.0,0.0,-0.0192462906824244,-0.003950791153073,0.0,-0.0763581844104316,0,a,vegan,"lunch,dinner"
Mini strawberry croissant,0.0,0.0,-0.0043675725244322,0.0,0.0,0.0,-0.0044289094692064,-0.0335274774927566,-0.0044273770219346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040727561891267,0.0,0.0,-0.0323311619440268,-0.0039549061938849,0.0,-0.0707273077039816,0,a,vegan,"lunch,dinner"
Mini tacos Chicken And Cheese,0.0,0.0,-0.0040265652834404,0.0,0.0,0.0,-0.0039095237632007,0.0307901878756543,-0.004026892221844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039618724701577,0.0,0.0,-0.0249465071292436,-0.0039542462524038,0.0,-0.0857429779267332,0,a,vegetarian,"lunch,dinner"
Mini tart shells,0.0,0.0,-0.0036615795811598,0.0,0.0,0.0,-0.0040912735123748,-0.0335274774927566,-0.0036694033971222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003765723056581,0.0,0.0,-0.0414669873511698,-0.0039549119572474,0.0,-0.0410534849919641,0,a,vegan,"lunch,dinner"
Mini turkey and cheddar slider platter,0.0,0.0,-0.0040110810415254,0.0,0.0,0.0,-0.0036735795433639,1.617828580841198,-0.0040836137820332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039963582740331,0.0,0.0,-0.0414669873511698,-0.0039539033688131,0.0,-0.0231776878180561,0,a,vegan,"lunch,dinner"
Mini twist pretzels,0.0,0.0,-0.0032455064140579,0.0,0.0,0.0,-0.0038012082561172,-0.0335274774927566,-0.0038263012701945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040917698669671,0.0,0.0,-0.0103927507432611,-0.00395227041611,0.0,-0.0559499826368867,0,a,vegan,"lunch,dinner"
Mini uncuted beef franks,0.0,0.0,-0.0041712692108597,0.0,0.0,0.0,-0.0038918536486977,0.0929728270077695,-0.0039243624408648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036906464884,0.0,0.0,-0.0278720088352093,-0.0039536812392175,0.0,-0.0792257602070791,0,a,vegan,"lunch,dinner"
Mini white pittas,0.0,0.0,-0.0036537157983016003,0.0,0.0,0.0,-0.003953782580908701,-0.0335274774927566,-0.0040495669435765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040381609071963,0.0,0.0,-0.0127375468601129,-0.00395479668999775,0.0,0.022807800411821448,0,a,vegan,"lunch,dinner"
Mini yop,0.0,0.0,-0.0044225910509891,0.0,0.0,0.0,-0.004395376476709,-0.0335274774927566,-0.0044922230697733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040950917691542,0.0,0.0,-0.0192462906824244,-0.0039555239272131,0.0,-0.0453783553602191,0,a,vegan,"lunch,dinner"
Mini éclairs,0.0,0.0,-0.0043256323558545,0.0,0.0,0.0,-0.004404543989133,-0.0335274774927566,-0.0043911336132549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039098700674886,0.0,0.0,-0.0192462906824244,-0.003954883140435,0.0,-0.0294342168289238,0,a,vegan,"lunch,dinner"
Mini épi de maïs,0.0,0.0,-0.0044374728231715,0.0,0.0,0.0,-0.0044289094706587,-0.0335274774927566,-0.0045492866693118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039554479499582,0.0,-0.0757325315093448,0,a,vegan,"lunch,dinner"
Mini Œufs LINDOR chocolat au lait,0.0,0.0,-0.0037324244717745,0.0,0.0,0.0,-0.0041971081329013,-0.0335274774927566,-0.0033047218543055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034637935067071,0.0,0.0,-0.0061935295800303,-0.0039549061938849,0.0,0.2017191658158367,0,a,vegan,"lunch,dinner"
Mini-Cornichons,0.0,0.0,-0.0044343080592355,0.0,0.0,0.0,-0.004502870739425549,-0.0335274774927566,-0.00458169077362735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0414669873511698,-0.00395080015661645,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
Mini-Craquelins cuits au four,0.0,0.0,-0.0043081572828362,0.0,0.0,0.0,-0.004404543989133,-0.0335274774927566,-0.0044130993154851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040828464805776,0.0,0.0,-0.0192462906824244,-0.0039551424917467,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
Mini-Gobelets à crème glacée,0.0,0.0,-0.0029819739914788,0.0,0.0,0.0,-0.0039848485698539,-0.0335274774927566,-0.0036345469656405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0414669873511698,-0.0039553070933792,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
Mini-Marshmallows,0.0,0.0,-0.0031373273906114,0.0,0.0,0.0,-0.0043233257173809,-0.0335274774927566,-0.0038786005612187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039554882934956,0.0,0.2687936660224369,0,a,vegan,"lunch,dinner"
Mini-Naan-Dippers,0.0,0.0,-0.0036441045081415,0.0,0.0,0.0,-0.0039842394328158,-0.0334761779897771,-0.0039847681219976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040727561898141,0.0,0.0,0.0316196171506313,-0.0039547332930105,0.0,-0.0675990437952168,0,c,vegan,"lunch,dinner"
Mini-bifteki,0.0,0.0,-0.0042871871952143,0.0,0.0,0.0,-0.0036735795433639,-0.0335274774927566,-0.0039430332877604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003823381860944,0.0,0.0,-0.0284158079758482,-0.0039534422998146,0.0,-0.0744812257071713,0,a,vegan,"lunch,dinner"
Mini-choco,0.0,0.0,-0.0036069699779777,0.0,0.0,0.0,-0.0039553054235041,-0.0335274774927566,-0.0037870768019265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039008608793068,0.0,0.0,-0.0414669873511698,-0.0039545967733617,0.0,-0.0270880184498484,0,a,vegan,"lunch,dinner"
Mini-craquelins,0.0,0.0,-0.0033703283641884,0.0,0.0,0.0,-0.0039172343586203,-0.0335274774927566,-0.0035857245314836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038858455656706,0.0,0.0,-0.0284158079758482,-0.0039532309765236,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
Mini-craquelins canneberges et citron,0.0,0.0,-0.0033120781207942,0.0,0.0,0.0,-0.0036126658395498,-0.0335274774927566,-0.0036223340352005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039459068202154,0.0,0.0,-0.0192462906824244,-0.0039548543236226,0.0,0.0706702473449594,0,a,vegan,"lunch,dinner"
Mini-pots sorbet mangue passion,0.0,0.0,-0.0039761308954889,0.0,0.0,0.0,-0.0045020059142674,-0.0335274774927566,-0.0043185003489428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041184027431536,0.0,0.0,-0.0310260434360267,-0.0039549061938849,0.0,0.0877714202768605,0,a,vegan,"lunch,dinner"
Mini-size Sour Patch Kids,0.0,0.0,-0.0029717740672803,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0038015279218147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.003955404876407,0.0,0.3917289729026442,0,a,vegan,"lunch,dinner"
Miniar,0.0,0.0,-0.0036677090990871,0.0,0.0,0.0,-0.0039510724173747,-0.0049941628544769,-0.0034644503261916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036818680666361,0.0,0.0,0.0060093526613648,-0.0039555094259343,0.0,0.1689391033057507,0,a,vegan,"lunch,dinner"
Miniature Cups,0.0,0.0,-0.0034599441232566,0.0,0.0,0.0,-0.0040578044443451,-0.0335274774927566,-0.0035125055240499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037380024775603,0.0,0.0,0.0087298564000673,-0.0039548565403005,0.0,0.2511470457353736,0,a,vegan,"lunch,dinner"
Miniature Cups Milk Chocolate & Peanut Butter,0.0,0.0,-0.0035637191722574,0.0,0.0,0.0,-0.0040695186181555,0.0226186284905978,-0.0035125055240499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036821177902546,0.0,0.0,-0.003618567162737,-0.0039554076064208,0.0,0.2464787125503419,0,a,vegan,"lunch,dinner"
Miniature Cups With Pretzels imp,0.0,0.0,-0.0034559904868271,0.0,0.0,0.0,-0.003988897539578,0.0038335193021292,-0.0035125055240499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037445249667417,0.0,0.0,-0.0030811656590473,-0.0039547848242515,0.0,0.2454850285309686,0,a,vegan,"lunch,dinner"
Miniature Jersey Royal New Potatoes,0.0,0.0,-0.0042662171075923,0.0,0.0,0.0,-0.0044410922114215,-0.0335274774927566,-0.0044504410092763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041217661735227,0.0,0.0,-0.0218902182881873,-0.0039555977973827,0.0,-0.0794864489158655,0,c,vegan,"lunch,dinner"
Miniature New Potatoes,0.0,0.0,-0.0042662171075923,0.0,0.0,0.0,-0.0044410922114215,-0.0335274774927566,-0.0044504410092763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041217661735227,0.0,0.0,-0.0218902182881873,-0.0039555977973827,0.0,-0.0794864489158655,0,c,vegan,"lunch,dinner"
Miniature Peanut Butter Cups,0.0,0.0,-0.0034599441232566,0.0,0.0,0.0,-0.0040578044443451,0.0153292106236324,-0.0035125055240499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037380024775603,0.0,0.0,0.0087298564000673,-0.0039548565403005,0.0,0.2511470457353736,0,a,vegan,"lunch,dinner"
Miniatures,0.0,0.0,-0.00350373855398585,0.0,0.0,0.0,-0.00411878705506395,-0.0148469790953137,-0.0035158003793844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037137453402949503,0.0,0.0,-0.01116372817073585,-0.0039554438817023495,0.0,0.2400381679803309,0,a,vegan,"lunch,dinner"
Miniatures milk chocolate valentine& day box,0.0,0.0,-0.0033531959396607,0.0,0.0,0.0,-0.0043472134443668,0.0038335193021292,-0.0035125055240499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037445249667417,0.0,0.0,0.0714257142453624,-0.0039555052445617,0.0,0.2638865844452858,0,a,vegetarian,"lunch,dinner"
Miniatures peanut butter cups,0.0,0.0,-0.0035113813285676497,0.0,0.0,0.0,-0.0039726658290911,-0.005581451890182,-0.0035125055240499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037001361666181,0.0,0.0,-0.0264581310695499,-0.00395477478922035,0.0,0.2438822530108318,0,a,vegan,"lunch,dinner"
Minibabybel,0.0,0.0,-0.0045353332320739,0.0,0.0,0.0,-0.0031862699128511,-0.0335274774927566,-0.0039628024197675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037945524587625,0.0,0.0,-0.0192462906824244,-0.0039536728343138,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
Miniburger Vitello,0.0,0.0,-0.0045021305933391,0.0,0.0,0.0,-0.0034421074688703,-0.0335274774927566,-0.0042417668380901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039833850430514,0.0,0.0,-0.0192462906824244,-0.003954249170562,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
Minicrock Ciocco Nero,0.0,0.0,-0.0040110810415254,0.0,0.0,0.0,-0.0026380465785242,-0.0335274774927566,-0.0036706585801068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037945524587625,0.0,0.0,-0.0192462906824244,-0.0039551367283842,0.0,-0.0738555729552521,0,a,vegan,"lunch,dinner"
Minigo,0.0,0.0,-0.0043314570889427,0.0,0.0,0.0,-0.0042218028776908,-0.0335274774927566,-0.0043911336132549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040900535908779505,0.0,0.0,-0.0303566390167971,-0.0039554882934956,0.0,-0.0231776878180561,0,a,vegan,"lunch,dinner"
Minigo yop,0.0,0.0,-0.0044225910509891,0.0,0.0,0.0,-0.004395376476709,-0.0335274774927566,-0.0044926955520283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040950917691542,0.0,0.0,-0.0192462906824244,-0.0039549061938849,0.0,-0.0453783553602191,0,a,vegan,"lunch,dinner"
Minis,0.0,0.0,-0.0033425088513949998,0.0,0.0,0.0,-0.0041990127505741,-0.0335274774927566,-0.0036335819896183997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038584244963542997,0.0,0.0,-0.0140595106629944,-0.00395460093441,0.0,0.009938767463605551,0,a,vegan,"lunch,dinner"
Minis - Peanut Butter Chocolate Chip,0.0,0.0,-0.0036615795811598,0.0,0.0,0.0,-0.0036957299811144,-0.0331821217786339,-0.0035125055240499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037329623722838,0.0,0.0,0.0771800978790269,-0.0039551739282693,0.0,0.1417671679230017,0,a,vegan,"lunch,dinner"
Minis Brioches Slider Rolls,0.0,0.0,-0.0037052672637055,0.0,0.0,0.0,-0.0039172343586203,-0.0005003563260775,-0.0039518195686524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040359987020327,0.0,0.0,-0.0284158079758482,-0.0039542635789682,0.0,-0.0075363652908869,0,a,vegan,"lunch,dinner"
Minis Chocolate Flavor Cream,0.0,0.0,-0.0032698969100604,0.0,0.0,0.0,-0.0043163241422299,-0.0335274774927566,-0.0035503774244467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038775612546989,0.0,0.0,0.0035370794602841,-0.0039544896418931,0.0,0.1515736397268692,0,a,vegetarian,"lunch,dinner"
Minis Crunchy Peanut Butter Ice Cream Bar,0.0,0.0,-0.0038332097625894,0.0,0.0,0.0,-0.0039824990412782,0.0231811783566237,-0.0037086278653903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037399825189189,0.0,0.0,0.0167972062886588,-0.0039551177916218,0.0,0.1097735536628825,0,a,vegan,"lunch,dinner"
Minis Maple Flavored Waffles,0.0,0.0,-0.0037198298245541,0.0,0.0,0.0,-0.0042014983097527,-0.0335274774927566,-0.0040836137820332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040299925765782,0.0,0.0,0.0455408751509745,-0.0039548639292267,0.0,-0.0106646297963207,0,b,vegan,"lunch,dinner"
Minis Milk Chocolate Candies,0.0,0.0,-0.0032821957459329,0.0,0.0,0.0,-0.0041621074479529,-0.0081219996722342,-0.0035608300689562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003838949738122,0.0,0.0,0.0107377301501167,-0.0039554018430584,0.0,0.3255612392477097,0,a,vegetarian,"lunch,dinner"
Minis milk chocolate candy,0.0,0.0,-0.0032247027557028,0.0,0.0,0.0,-0.0043360160723422,-0.0335274774927566,-0.0035125055240499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038558149383982,0.0,0.0,-0.0414669873511698,-0.0039554522724801,0.0,0.3443933915704215,0,a,vegetarian,"lunch,dinner"
Minis peanut chocolate candy bar,0.0,0.0,-0.0034743466559639,0.0,0.0,0.0,-0.0040912735123748,0.0122023825841836,-0.0034340565875137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036627609059327,0.0,0.0,0.005517258399988,-0.0039554265431833,0.0,0.2717729655514204,0,a,vegan,"lunch,dinner"
Minis pop au jus cerise/mangue/pêche,0.0,0.0,-0.0041081647805159,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0044155399490662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039549061938849,0.0,0.025484204488694,0,a,vegan,"lunch,dinner"
Minis unwrapped,0.0,0.0,-0.0031700931525206,0.0,0.0,0.0,-0.0043360160723422,-0.0335274774927566,-0.0037870768019265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003990952761124,0.0,0.0,-0.0006820518032897,-0.0039555423250188,0.0,0.3052900852524983,0,a,vegan,"lunch,dinner"
Minis unwrapped dark chocolate covered peppermint patties,0.0,0.0,-0.0040984564066168,0.0,0.0,0.0,-0.0044654576929471,-0.0335274774927566,-0.0037870768019265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040828464805776,0.0,0.0,-0.0192462906824244,-0.0039556323775576,0.0,0.0393876022906208,0,a,vegan,"lunch,dinner"
Minis à poêler,0.0,0.0,-0.0045178581590556,0.0,0.0,0.0,-0.0035517521357357,-0.0335274774927566,-0.0040858103522562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038522112631255,0.0,0.0,-0.0192462906824244,-0.0039549061938849,0.0,-0.0826147134212993,0,a,vegan,"lunch,dinner"
"Minis, chunky guacamole",0.0,0.0,-0.0044127011407175,0.0,0.0,0.0,-0.004419505249719,-0.0335274774927566,-0.0041868911188345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038984900403116,0.0,0.0,0.0043266244920639,-0.0039545707055215,0.0,-0.0747666112410004,0,a,vegan,"lunch,dinner"
Minotaur bio - Huile d'Olive Vierge Extra,0.0,0.0,-0.0045353332320739,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0028008167717938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028057039639367,0.0,0.0,-0.0414669873511698,-0.0039556323775576,0.0,-0.0857429779267332,0,b,vegan,"lunch,dinner"
Mint,0.0,0.0,-0.004442715345077,0.0,0.0,0.0,-0.0043119551593356,-0.0335274774927566,-0.0044842681907107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041139822349336,0.0,0.0,0.0551117400262103,-0.0039555444862798,0.0,-0.0525833741691343,0,c,vegan,"lunch,dinner"
Mint & Fennel Infusion,0.0,0.0,-0.0045318382174702,0.0,0.0,0.0,-0.0045202800263798,-0.0335274774927566,-0.0046085940653332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039556323775576,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
Mint And Cookies And Cream Ice cream,0.0,0.0,-0.0040384929207698,0.0,0.0,0.0,-0.004287494126902,0.0785555128919008,-0.0040724155808962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039141096854564,0.0,0.0,-0.0286717134537956,-0.0039552651044583,0.0,0.0553356174163618,0,a,vegetarian,"lunch,dinner"
Mint Brownie,0.0,0.0,-0.0038933917742595,0.0,0.0,0.0,-0.0024130388154558,-0.0335274774927566,-0.0040280271070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040525461905297,0.0,0.0,-0.0192462906824244,-0.003955367733362,0.0,-0.0346692717155685,0,a,vegan,"lunch,dinner"
Mint Chip,0.0,0.0,-0.004025643602374,0.0,0.0,0.0,-0.0042091125227295,-0.0335274774927566,-0.0042748446014484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003990952761124,0.0,0.0,0.0672928407765101,-0.0039553772286978,0.0,-0.0792257602070791,0,a,vegan,"lunch,dinner"
Mint Chip Ice Cream,0.0,0.0,-0.00407969882392935,0.0,0.0,0.0,-0.00429068787481435,0.0633053552116712,-0.0041164545698081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039608674573992,0.0,0.0,-0.0414669873511698,-0.003955341295292,0.0,0.054965280815783,0,a,vegetarian,"lunch,dinner"
Mint Chipper,0.0,0.0,-0.0038668237273477,0.0,0.0,0.0,-0.0041993179534641,0.0858271162949324,-0.003962139026076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039326046631686,0.0,0.0,-0.0151894449847503,-0.0039549554725682,0.0,0.0738195069141881,0,a,vegan,"lunch,dinner"
Mint Chocolate,0.0,0.0,-0.0036366151911337,0.0,0.0,0.0,-0.0040042539354975,-0.0335274774927566,-0.0033556076509776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035495025402197,0.0,0.0,0.1822675162257708,-0.0039556323775576,0.0,0.1108907909862491,0,a,vegan,"lunch,dinner"
Mint Chocolate Chance Ice Cream,0.0,0.0,-0.0041449326646442,0.0,0.0,0.0,-0.0042995650527726,0.0880944907969781,-0.0041784869214526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039727426999057,0.0,0.0,-0.0345248706621689,-0.003955402456182,0.0,0.0407187786759118,0,a,vegetarian,"lunch,dinner"
